trip_string,counts
Hell's Kitchen-Ditmars Steinway,63668
Midtown-Rego Park,63654
West Village-Crown Heights,63613
NoHo-Battery Park City,63594
West Village-Civic Center,63568
Williamsburg-Fort Greene,63028
Chinatown-Gramercy,62940
Harlem-LaGuardia Airport,62852
Little Italy-West Village,62709
SoHo-Stuyvesant Town,62506
Williamsburg-SoHo,62462
Park Slope-Crown Heights,62157
John F. Kennedy International Airport-Brooklyn Heights,62039
Kips Bay-Harlem,61965
Fort Greene-Williamsburg,61872
Upper East Side-Downtown Brooklyn,61576
John F. Kennedy International Airport-Clinton Hill,61318
Central Park-John F. Kennedy International Airport,61199
Upper East Side-Park Slope,61182
Financial District-Brooklyn Heights,61160
Gramercy-Astoria,61111
Upper East Side-Inwood,61015
John F. Kennedy International Airport-Flatiron District,60873
Kips Bay-Chinatown,60844
Flatiron District-East Harlem,60832
Tribeca-John F. Kennedy International Airport,60437
Battery Park City-Chinatown,60330
Financial District-Little Italy,60220
Bushwick-Bushwick,60129
John F. Kennedy International Airport-Flatbush,60017
John F. Kennedy International Airport-East Flatbush,59934
John F. Kennedy International Airport-Fort Greene,59796
Little Italy-Theater District,59730
Central Park-Gramercy,59635
West Village-Morningside Heights,59631
Upper East Side-Elmhurst,59513
Kips Bay-Nolita,59464
NoHo-Chinatown,59154
Central Park-Financial District,59038
Theater District-Sunnyside,58896
LaGuardia Airport-Stuyvesant Town,58723
Flatiron District-Nolita,58540
Long Island City-Chelsea,58475
West Village-Bushwick,58386
Long Island City-Williamsburg,58356
Murray Hill-Chinatown,58233
Hell's Kitchen-Greenpoint,58044
Flatiron District-Harlem,57943
Hell's Kitchen-Bedford-Stuyvesant,57719
Morningside Heights-LaGuardia Airport,57557
Williamsburg-Long Island City,57536
Chelsea-Inwood,57408
John F. Kennedy International Airport-Sheepshead Bay,56826
Upper East Side-East Elmhurst,56747
Lower East Side-Long Island City,56716
Central Park-Kips Bay,56624
LaGuardia Airport-Fort Greene,56610
LaGuardia Airport-Clinton Hill,56494
Long Island City-Greenpoint,56455
LaGuardia Airport-Woodside,56161
Chinatown-Kips Bay,56115
East Harlem-Kips Bay,55836
East Village-Morningside Heights,55568
East Village-Sunnyside,55400
Financial District-East Harlem,55261
Long Island City-Upper West Side,55256
Lower East Side-LaGuardia Airport,55219
Theater District-Nolita,55198
Midtown-Cobble Hill,55182
John F. Kennedy International Airport-Sunnyside,55131
West Village-Downtown Brooklyn,55095
East Harlem-Murray Hill,55027
John F. Kennedy International Airport-East Elmhurst,55021
Murray Hill-Nolita,54711
Long Island City-Ditmars Steinway,54232
Chinatown-Murray Hill,54030
Stuyvesant Town-SoHo,54025
Chinatown-Upper West Side,53935
Lower East Side-John F. Kennedy International Airport,53865
Little Italy-Financial District,53808
Civic Center-West Village,53750
Financial District-Central Park,53646
Tribeca-Park Slope,53604
Financial District-Park Slope,53522
Long Island City-LaGuardia Airport,53494
Williamsburg-Upper West Side,53428
East Village-Ditmars Steinway,53428
Astoria-LaGuardia Airport,53364
Gramercy-Long Island City,53351
Greenwich Village-Civic Center,53306
Midtown-Sunset Park,53251
Chelsea-Boerum Hill,52887
West Village-Fort Greene,52617
Midtown-South Slope,52375
Downtown Brooklyn-Downtown Brooklyn,51938
Lower East Side-Clinton Hill,51884
East Village-Boerum Hill,51854
Brooklyn Heights-Brooklyn Heights,51773
Williamsburg-Astoria,51756
John F. Kennedy International Airport-East New York,51592
East Village-Carroll Gardens,51250
Theater District-Ditmars Steinway,51210
Morningside Heights-Theater District,51096
John F. Kennedy International Airport-Ditmars Steinway,51019
Park Slope-Williamsburg,50953
Carroll Gardens-Park Slope,50884
SoHo-Downtown Brooklyn,50880
John F. Kennedy International Airport-Jackson Heights,50820
Tribeca-Bedford-Stuyvesant,50798
Stuyvesant Town-Stuyvesant Town,50681
Tribeca-Little Italy,50610
SoHo-Fort Greene,50509
Financial District-Bedford-Stuyvesant,50405
Midtown-Gowanus,50011
Lower East Side-Fort Greene,49976
John F. Kennedy International Airport-Elmhurst,49821
Downtown Brooklyn-Chelsea,49697
SoHo-Clinton Hill,49697
Upper East Side-Forest Hills,49679
Harlem-Theater District,49608
Williamsburg-Greenwich Village,49520
SoHo-East Harlem,49421
Upper West Side-Nolita,49271
Greenwich Village-Astoria,49237
John F. Kennedy International Airport-Prospect Heights,49226
Flatiron District-John F. Kennedy International Airport,49153
Upper West Side-Chinatown,49126
Williamsburg-Financial District,49038
Chelsea-Sunset Park,49032
West Village-Clinton Hill,48864
Greenwich Village-Park Slope,48689
Little Italy-Hell's Kitchen,48539
Williamsburg-Hell's Kitchen,48534
East Elmhurst-Midtown,48505
Midtown-Prospect Heights,48446
Brooklyn Heights-Williamsburg,48294
Chelsea-South Slope,48166
Elmhurst-Elmhurst,47944
Central Park-Tribeca,47873
Tribeca-Downtown Brooklyn,47872
East Harlem-Mott Haven,47511
Tribeca-Harlem,47367
Greenwich Village-Greenpoint,47280
Upper West Side-Greenpoint,47278
Upper West Side-Sunnyside,47155
Hell's Kitchen-Park Slope,46617
Downtown Brooklyn-Financial District,46443
Lower East Side-Downtown Brooklyn,46312
LaGuardia Airport-Elmhurst,46248
Chinatown-Battery Park City,46234
Long Island City-Hell's Kitchen,46142
Lower East Side-Brooklyn Heights,45723
Williamsburg-Downtown Brooklyn,45647
LaGuardia Airport-Jamaica,45614
Upper West Side-Ditmars Steinway,45569
SoHo-Crown Heights,45484
SoHo-Little Italy,45330
Flatiron District-Chinatown,45292
Civic Center-Theater District,45197
Greenwich Village-Brooklyn Heights,45179
Astoria-Sunnyside,45141
trip_string,counts
Chelsea-Gowanus,45068
Carroll Gardens-Midtown,45066
East Harlem-John F. Kennedy International Airport,44940
LaGuardia Airport-Carroll Gardens,44791
Nolita-Flatiron District,44742
Theater District-Bedford-Stuyvesant,44733
Financial District-Harlem,44651
Tribeca-Central Park,44321
Little Italy-Lower East Side,44108
John F. Kennedy International Airport-Carroll Gardens,44102
Crown Heights-Crown Heights,44011
Woodside-Sunnyside,43613
Greenwich Village-Little Italy,43260
Upper East Side-Roosevelt Island,43237
LaGuardia Airport-Boerum Hill,42918
East Village-Sunset Park,42596
Little Italy-Upper East Side,42560
Astoria-Woodside,42526
Chelsea-DUMBO,42513
Sunnyside-Woodside,42481
West Village-Carroll Gardens,42449
Jackson Heights-Jackson Heights,42347
Williamsburg-Brooklyn Heights,42341
Lower East Side-Civic Center,42187
Downtown Brooklyn-East Village,42159
Greenwich Village-Bushwick,42085
Downtown Brooklyn-Fort Greene,41944
East Village-Prospect Heights,41926
Williamsburg-Ridgewood,41918
Stuyvesant Town-LaGuardia Airport,41884
John F. Kennedy International Airport-Rego Park,41666
Financial District-DUMBO,41525
Upper East Side-Bedford-Stuyvesant,41493
Greenwich Village-Long Island City,41457
Greenwich Village-Crown Heights,41356
Fort Greene-Clinton Hill,41280
Civic Center-Hell's Kitchen,41075
Tribeca-Stuyvesant Town,41011
Theater District-Little Italy,40986
Civic Center-Battery Park City,40951
Gramercy-Bedford-Stuyvesant,40929
East Village-Gowanus,40929
Cobble Hill-Brooklyn Heights,40853
Midtown-Bay Ridge,40844
John F. Kennedy International Airport-Boerum Hill,40827
Theater District-Greenpoint,40798
SoHo-Bushwick,40753
LaGuardia Airport-Prospect Heights,40336
John F. Kennedy International Airport-Midwood,40189
Midtown-Flatbush,40077
Upper East Side-Maspeth,40041
John F. Kennedy International Airport-Canarsie,40041
Hell's Kitchen-Civic Center,39940
Chelsea-Flatbush,39884
Park Slope-Bedford-Stuyvesant,39826
Boerum Hill-Boerum Hill,39815
Downtown Brooklyn-Upper East Side,39783
Central Park-Battery Park City,39556
Chelsea-Prospect Heights,39516
Hell's Kitchen-Crown Heights,39485
Chelsea-Cobble Hill,39459
John F. Kennedy International Airport-South Slope,39420
Hell's Kitchen-Little Italy,39335
Washington Heights-Upper East Side,39334
Long Island City-John F. Kennedy International Airport,39273
East Village-South Slope,39210
LaGuardia Airport-Gowanus,39196
Greenwich Village-Washington Heights,39044
Williamsburg-Chinatown,38970
Flatiron District-Long Island City,38950
Nolita-Chinatown,38677
Brooklyn Heights-Chelsea,38570
Flushing-Flushing,38471
Woodside-Midtown,38457
John F. Kennedy International Airport-Sunset Park,38424
Astoria-East Elmhurst,38387
Midtown-Two Bridges,38309
Bushwick-Bedford-Stuyvesant,38176
Fort Greene-Downtown Brooklyn,38169
Downtown Brooklyn-Bedford-Stuyvesant,38130
John F. Kennedy International Airport-Stuyvesant Town,38103
Hell's Kitchen-Downtown Brooklyn,38059
East Village-Two Bridges,38039
Civic Center-Murray Hill,37995
Hell's Kitchen-Brooklyn Heights,37979
Williamsburg-Gramercy,37893
Financial District-Long Island City,37791
Bedford-Stuyvesant-Crown Heights,37713
Morningside Heights-John F. Kennedy International Airport,37678
Upper West Side-Park Slope,37639
Tribeca-Greenpoint,37505
Chelsea-Jackson Heights,37496
Greenpoint-Bushwick,37493
LaGuardia Airport-South Slope,37466
John F. Kennedy International Airport-Chinatown,37401
Flatiron District-Astoria,37316
Astoria-Jackson Heights,37147
Brooklyn Heights-Upper East Side,37046
Financial District-Two Bridges,36889
LaGuardia Airport-Chinatown,36861
SoHo-Carroll Gardens,36809
Chinatown-Bedford-Stuyvesant,36664
Little Italy-SoHo,36663
SoHo-Astoria,36561
Long Island City-Murray Hill,36508
Long Island City-Theater District,36453
Greenwich Village-Downtown Brooklyn,36374
Long Island City-East Village,36359
Gramercy-Park Slope,36294
East Harlem-Gramercy,36280
Tribeca-Fort Greene,36261
West Village-Boerum Hill,36227
Hell's Kitchen-Jackson Heights,36184
John F. Kennedy International Airport-Prospect-Lefferts Gardens,36062
Murray Hill-Washington Heights,36046
John F. Kennedy International Airport-Ozone Park,35983
Carroll Gardens-Williamsburg,35958
NoHo-Stuyvesant Town,35948
SoHo-Long Island City,35939
Central Park-Washington Heights,35909
NoHo-Nolita,35866
East Village-Flatbush,35688
Battery Park City-NoHo,35599
Little Italy-Greenwich Village,35561
John F. Kennedy International Airport-Gowanus,35506
Williamsburg-Kips Bay,35459
Theater District-East Elmhurst,35403
Theater District-Civic Center,35275
Tribeca-East Harlem,35262
Brooklyn Heights-Tribeca,35164
Long Island City-Woodside,35145
Stuyvesant Town-NoHo,35028
Financial District-Crown Heights,34839
Downtown Brooklyn-Clinton Hill,34777
Williamsburg-Prospect Heights,34767
Gramercy-Greenpoint,34629
Theater District-Downtown Brooklyn,34610
Civic Center-Greenwich Village,34474
Williamsburg-Carroll Gardens,34408
Stuyvesant Town-Tribeca,34381
Carroll Gardens-Carroll Gardens,34298
Tribeca-Crown Heights,34292
Woodside-Long Island City,34209
Williamsburg-Nolita,34180
Battery Park City-Civic Center,33962
East Harlem-Financial District,33960
Theater District-Park Slope,33930
Brooklyn Heights-Carroll Gardens,33838
East Elmhurst-Jackson Heights,33749
Gramercy-Civic Center,33675
Financial District-Astoria,33668
Financial District-Carroll Gardens,33614
Washington Heights-Morningside Heights,33519
Murray Hill-Greenpoint,33478
Civic Center-Chinatown,33450
Greenpoint-Long Island City,33347
LaGuardia Airport-Flatbush,33330
SoHo-DUMBO,33306
Upper West Side-Brooklyn Heights,33283
Downtown Brooklyn-Tribeca,33191
Gramercy-Brooklyn Heights,33154
Lower East Side-Central Park,33134
Financial District-Greenpoint,33129
Nolita-Nolita,33102
Long Island City-Jackson Heights,33059
Tribeca-DUMBO,32942
Tribeca-Carroll Gardens,32930
Park Slope-South Slope,32914
Little Italy-Williamsburg,32908
Hell's Kitchen-Bushwick,32818
Nolita-Greenpoint,32809
Theater District-Brooklyn Heights,32763
East Village-DUMBO,32745
Downtown Brooklyn-SoHo,32665
Little Italy-Tribeca,32644
trip_string,counts
Murray Hill-Civic Center,32614
Tribeca-Clinton Hill,32198
Chelsea-East Elmhurst,32190
Woodside-Upper East Side,32138
Gramercy-Downtown Brooklyn,32120
Williamsburg-Boerum Hill,31943
Greenpoint-Bedford-Stuyvesant,31940
Mott Haven-Mott Haven,31870
East Harlem-West Village,31864
Greenwich Village-Fort Greene,31791
Boerum Hill-Park Slope,31757
Williamsburg-Tribeca,31753
Midtown-Mott Haven,31751
Carroll Gardens-Chelsea,31727
Cobble Hill-Midtown,31686
Hell's Kitchen-Woodside,31676
Gowanus-Gowanus,31665
Greenwich Village-Morningside Heights,31661
Washington Heights-Midtown,31585
Morningside Heights-West Village,31562
Harlem-John F. Kennedy International Airport,31546
Nolita-Battery Park City,31459
Battery Park City-Williamsburg,31433
Astoria-Upper West Side,31415
Kips Bay-Washington Heights,31292
Civic Center-Civic Center,31281
Murray Hill-Morningside Heights,31232
Chelsea-Forest Hills,31228
Lower East Side-Washington Heights,31203
Stuyvesant Town-East Harlem,31186
LaGuardia Airport-Sunset Park,31173
Washington Heights-Hell's Kitchen,31115
Boerum Hill-Williamsburg,31074
West Village-Sunnyside,30943
Astoria-Chelsea,30932
Prospect Heights-Crown Heights,30892
Financial District-Fort Greene,30851
Boerum Hill-Brooklyn Heights,30839
Murray Hill-Sunnyside,30788
Prospect Heights-Williamsburg,30768
Upper West Side-Jackson Heights,30731
John F. Kennedy International Airport-Rosedale,30638
Park Slope-Sunset Park,30618
LaGuardia Airport-Nolita,30584
Crown Heights-Bedford-Stuyvesant,30457
SoHo-Boerum Hill,30387
Nolita-NoHo,30344
Fort Greene-Midtown,30258
Harlem-East Village,30250
Bedford-Stuyvesant-Bushwick,30205
West Village-Ditmars Steinway,30188
Forest Hills-Forest Hills,30136
Upper East Side-Crown Heights,30124
Brooklyn Heights-East Village,30011
Upper East Side-Fort Greene,29994
East Village-Jackson Heights,29988
Harlem-West Village,29977
East Harlem-Lower East Side,29972
Chinatown-NoHo,29956
East Village-Cobble Hill,29918
Upper East Side-Carroll Gardens,29910
Hell's Kitchen-East Elmhurst,29880
Little Italy-Murray Hill,29860
Williamsburg-Sunnyside,29791
Greenwich Village-Clinton Hill,29762
Woodside-Astoria,29708
Upper West Side-Mott Haven,29640
Upper East Side-Randall's Island,29612
Civic Center-Upper West Side,29611
Upper East Side-Boerum Hill,29584
Theater District-Inwood,29576
Financial District-Clinton Hill,29451
Lower East Side-Boerum Hill,29447
Clinton Hill-Williamsburg,29354
John F. Kennedy International Airport-Bayside,29341
LaGuardia Airport-Cobble Hill,29323
Murray Hill-Brooklyn Heights,29213
Hell's Kitchen-Elmhurst,29207
Kips Bay-Sunnyside,29170
John F. Kennedy International Airport-Woodside,29134
Theater District-Crown Heights,29131
John F. Kennedy International Airport-Gravesend,29080
Park Slope-Fort Greene,29075
LaGuardia Airport-Rego Park,29049
LaGuardia Airport-Inwood,29022
Lower East Side-Sunnyside,28981
Clinton Hill-Bedford-Stuyvesant,28973
Battery Park City-Nolita,28924
West Village-Sunset Park,28869
DUMBO-Williamsburg,28749
Long Island City-East Harlem,28701
Gramercy-Washington Heights,28626
West Village-DUMBO,28625
John F. Kennedy International Airport-Bay Ridge,28590
NoHo-Greenpoint,28545
John F. Kennedy International Airport-Ridgewood,28542
Upper West Side-East Elmhurst,28486
Park Slope-Prospect Heights,28377
Ditmars Steinway-Long Island City,28241
Sunnyside-Elmhurst,28169
Battery Park City-Central Park,28124
Lower East Side-Carroll Gardens,28080
John F. Kennedy International Airport-Maspeth,28067
Theater District-Jackson Heights,27961
DUMBO-Midtown,27946
Downtown Brooklyn-Lower East Side,27911
Williamsburg-Gowanus,27899
Little Italy-Upper West Side,27884
Chelsea-Bay Ridge,27861
NoHo-Bedford-Stuyvesant,27858
Lower East Side-Little Italy,27846
Upper East Side-Little Italy,27807
Tribeca-Boerum Hill,27764
East Harlem-Astoria,27746
Upper East Side-Rego Park,27691
John F. Kennedy International Airport-Nolita,27689
Brooklyn Heights-Park Slope,27663
Chelsea-Woodside,27646
SoHo-Washington Heights,27642
Long Island City-Kips Bay,27597
Lower East Side-Prospect Heights,27592
Theater District-Woodside,27561
Midtown-Ridgewood,27484
John F. Kennedy International Airport-Borough Park,27423
John F. Kennedy International Airport-Kew Gardens Hills,27351
Kips Bay-Greenpoint,27346
Hell's Kitchen-Fort Greene,27312
Fort Greene-East Village,27246
Murray Hill-Park Slope,27198
